user,trick_or_treat,archie_girls,the_dress,imitation,friday_or_saturday
ID-1470,FALSE,Betty,White and gold,Laziness,Friday
ID-1469,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1471,FALSE,???,Blue and black,Laziness,Sunday
ID-1472,TRUE,???,Blue and black,NA,Friday
ID-1473,FALSE,???,White and gold,Flattery,Sunday
ID-1474,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1475,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1476,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1477,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1478,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1479,FALSE,???,NA,Flattery,Friday
ID-1480,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1481,FALSE,Veronica,NA,Lazily flattering someone,Sunday
ID-1482,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1483,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1484,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1485,FALSE,???,Blue and black,Laziness,Sunday
ID-1486,FALSE,Betty,NA,NA,NA
ID-1487,FALSE,Betty,White and gold,Laziness,Sunday
ID-1488,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1489,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1490,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1491,FALSE,Betty,Blue and black,Flattery,Friday
ID-1492,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1493,FALSE,NA,NA,NA,NA
ID-1494,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1495,FALSE,???,NA,Lazily flattering someone,Sunday
ID-1496,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1497,FALSE,???,White and gold,Flattery,Friday
ID-1498,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1499,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1500,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1501,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1502,FALSE,NA,NA,NA,NA
ID-1503,FALSE,Veronica,White and gold,Flattery,Friday
ID-1504,FALSE,Veronica,Blue and black,NA,NA
ID-1505,FALSE,Betty,Blue and black,Flattery,Friday
ID-1506,FALSE,Betty,White and gold,Flattery,Friday
ID-1507,FALSE,Veronica,NA,Flattery,Sunday
ID-1508,FALSE,Betty,White and gold,Flattery,Friday
ID-1509,FALSE,Betty,NA,Laziness,Friday
ID-1510,FALSE,???,White and gold,Laziness,Friday
ID-1511,FALSE,NA,NA,NA,NA
ID-1512,FALSE,Betty,Blue and black,Flattery,Friday
ID-1513,FALSE,Betty,Blue and black,Flattery,Sunday
ID-1514,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1515,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1516,FALSE,Betty,White and gold,Laziness,Sunday
ID-1517,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1518,FALSE,Veronica,White and gold,Flattery,Friday
ID-1519,FALSE,???,Blue and black,Flattery,Friday
ID-1520,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1521,FALSE,???,White and gold,Flattery,Sunday
ID-1522,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1523,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1524,TRUE,Betty,White and gold,Laziness,Sunday
ID-1525,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-1526,FALSE,Veronica,NA,Flattery,Friday
ID-1527,FALSE,Betty,Blue and black,Laziness,Sunday
ID-1528,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1529,FALSE,???,White and gold,NA,Friday
ID-1530,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-1531,FALSE,???,NA,NA,NA
ID-1532,FALSE,Betty,NA,Flattery,Sunday
ID-1533,FALSE,Veronica,White and gold,Laziness,Sunday
ID-1534,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-1535,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1536,FALSE,Betty,Blue and black,Flattery,Friday
ID-1537,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1538,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1539,FALSE,NA,NA,NA,NA
ID-1540,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1541,FALSE,Betty,Blue and black,Flattery,Friday
ID-1542,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1543,FALSE,Betty,Blue and black,Flattery,Friday
ID-1544,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1545,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1546,FALSE,Betty,White and gold,Flattery,Sunday
ID-1547,FALSE,Veronica,NA,Flattery,Friday
ID-1548,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1549,FALSE,???,White and gold,Flattery,Friday
ID-1550,FALSE,Betty,Blue and black,NA,NA
ID-1551,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1552,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1553,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1554,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1555,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1556,FALSE,NA,NA,NA,NA
ID-1557,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1558,FALSE,Betty,White and gold,Flattery,Friday
ID-1559,TRUE,Betty,White and gold,Laziness,Friday
ID-1560,TRUE,NA,NA,NA,NA
ID-1561,TRUE,NA,NA,NA,NA
ID-1562,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1563,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1564,TRUE,Veronica,White and gold,NA,Friday
ID-1565,FALSE,Betty,NA,Flattery,Friday
ID-1566,FALSE,Betty,NA,Flattery,Friday
ID-1567,FALSE,Betty,NA,Flattery,Friday
ID-1568,FALSE,Betty,NA,Flattery,Friday
ID-1569,FALSE,Betty,NA,Flattery,Friday
ID-1570,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1571,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1572,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1573,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-1574,FALSE,Veronica,White and gold,Flattery,Friday
ID-1575,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1576,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1577,FALSE,Betty,Blue and black,Flattery,Friday
ID-1578,FALSE,???,White and gold,Laziness,Sunday
ID-1579,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-1580,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1581,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1582,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1583,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1584,TRUE,Betty,White and gold,Laziness,Friday
ID-1585,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1586,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1587,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1588,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1589,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1590,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-1591,FALSE,Betty,White and gold,Laziness,Friday
ID-1592,FALSE,???,White and gold,Laziness,Sunday
ID-1593,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-1594,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1595,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1596,FALSE,???,White and gold,Flattery,Friday
ID-1597,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1598,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1599,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1600,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1601,FALSE,Betty,White and gold,Flattery,Friday
ID-1360,TRUE,Betty,Blue and black,Flattery,Friday
ID-1361,FALSE,Betty,White and gold,Flattery,Sunday
ID-1602,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1603,FALSE,Veronica,White and gold,Flattery,Friday
ID-1604,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1605,FALSE,???,White and gold,Laziness,Friday
ID-1606,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1607,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1608,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1609,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1610,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1611,FALSE,NA,NA,NA,NA
ID-1612,FALSE,Veronica,White and gold,Laziness,Friday
ID-1613,FALSE,Betty,Blue and black,Laziness,Sunday
ID-1614,TRUE,Betty,White and gold,Lazily flattering someone,Friday
ID-1615,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1616,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1617,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1618,FALSE,Betty,Blue and black,Flattery,Friday
ID-1619,FALSE,Betty,Blue and black,Laziness,Sunday
ID-1620,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1621,FALSE,Betty,Blue and black,Laziness,Friday
ID-1622,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1623,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1624,FALSE,Veronica,White and gold,Flattery,Friday
ID-1625,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1626,FALSE,Veronica,White and gold,Laziness,Sunday
ID-1627,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1628,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1629,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1630,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1631,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1632,TRUE,Veronica,Blue and black,Laziness,Friday
ID-1362,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-1363,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1364,FALSE,Veronica,White and gold,Flattery,Friday
ID-1365,TRUE,???,NA,Lazily flattering someone,Friday
ID-1366,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1367,FALSE,NA,Blue and black,Flattery,Friday
ID-1368,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1369,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1370,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1371,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1372,FALSE,Veronica,White and gold,Laziness,Sunday
ID-1373,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1374,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1375,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1376,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1377,FALSE,???,White and gold,Laziness,Sunday
ID-1378,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1379,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-1380,FALSE,???,NA,Lazily flattering someone,Friday
ID-1381,FALSE,Veronica,White and gold,Flattery,Friday
ID-1382,FALSE,NA,NA,NA,NA
ID-1383,FALSE,NA,NA,NA,NA
ID-1384,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1385,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1386,TRUE,Veronica,Blue and black,Laziness,Friday
ID-1387,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1388,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1389,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1390,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1391,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1392,FALSE,Betty,Blue and black,Laziness,Friday
ID-1393,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1394,FALSE,Betty,NA,NA,NA
ID-1395,FALSE,NA,Blue and black,NA,Friday
ID-1396,FALSE,???,Blue and black,Flattery,Friday
ID-1397,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1398,FALSE,???,Blue and black,Flattery,Sunday
ID-1399,TRUE,Betty,Blue and black,Flattery,Sunday
ID-1400,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1401,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1402,FALSE,Betty,White and gold,Laziness,Sunday
ID-1403,FALSE,???,NA,Lazily flattering someone,Friday
ID-1404,FALSE,???,NA,Flattery,Friday
ID-1405,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1406,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1407,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1408,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1409,FALSE,Betty,Blue and black,Laziness,Sunday
ID-1410,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1411,FALSE,Veronica,White and gold,Flattery,Friday
ID-1412,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1413,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1414,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1415,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1416,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1417,TRUE,???,White and gold,Flattery,Friday
ID-1418,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1419,FALSE,NA,NA,NA,NA
ID-1420,TRUE,Betty,White and gold,NA,Sunday
ID-1421,TRUE,???,Blue and black,Lazily flattering someone,Sunday
ID-1422,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1423,FALSE,NA,NA,NA,NA
ID-1424,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1425,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1426,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1427,FALSE,Betty,White and gold,Flattery,Sunday
ID-1428,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1429,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-1430,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1431,FALSE,Betty,White and gold,Flattery,Friday
ID-1432,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1433,TRUE,Betty,White and gold,Flattery,Sunday
ID-1434,TRUE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1435,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-1633,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1634,FALSE,NA,NA,NA,NA
ID-1635,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1636,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1637,FALSE,Betty,White and gold,Laziness,Sunday
ID-1715,FALSE,Veronica,NA,NA,Friday
ID-1716,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1717,FALSE,Veronica,White and gold,Laziness,Friday
ID-1718,FALSE,Veronica,White and gold,Flattery,Friday
ID-1719,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1720,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1721,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-1722,FALSE,Betty,NA,Lazily flattering someone,Sunday
ID-1723,FALSE,???,White and gold,Laziness,Friday
ID-1724,FALSE,Veronica,White and gold,Flattery,Friday
ID-1725,FALSE,Betty,Blue and black,Flattery,Friday
ID-1726,FALSE,NA,NA,NA,NA
ID-1727,FALSE,Veronica,White and gold,Flattery,Sunday
ID-1728,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1729,FALSE,Betty,NA,Flattery,Sunday
ID-1730,TRUE,Veronica,Blue and black,Flattery,Friday
ID-1731,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1732,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1733,FALSE,NA,NA,NA,NA
ID-1734,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1735,TRUE,Betty,White and gold,Flattery,Friday
ID-1736,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1737,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1738,FALSE,NA,NA,NA,NA
ID-1739,FALSE,???,White and gold,Flattery,Friday
ID-1740,FALSE,Betty,White and gold,Flattery,Friday
ID-1741,TRUE,Veronica,White and gold,NA,Friday
ID-1742,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1743,FALSE,???,Blue and black,Flattery,Friday
ID-1744,TRUE,Veronica,Blue and black,Laziness,Sunday
ID-1745,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1746,FALSE,NA,NA,NA,NA
ID-1747,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1748,FALSE,Betty,Blue and black,Flattery,Friday
ID-1749,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1750,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1751,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1752,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-1753,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1754,FALSE,???,White and gold,Flattery,Friday
ID-1755,FALSE,Betty,Blue and black,Flattery,Sunday
ID-1756,FALSE,Betty,White and gold,Laziness,Friday
ID-1757,FALSE,Veronica,Blue and black,Laziness,Friday
ID-1758,FALSE,Betty,Blue and black,Flattery,Sunday
ID-1759,TRUE,Betty,White and gold,Flattery,Sunday
ID-1760,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1761,FALSE,Betty,White and gold,Flattery,Friday
ID-1762,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1763,FALSE,Betty,Blue and black,Laziness,Friday
ID-1764,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1765,FALSE,Veronica,White and gold,Flattery,Friday
ID-1766,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1767,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-1768,FALSE,Betty,White and gold,Laziness,Friday
ID-1769,FALSE,???,Blue and black,Lazily flattering someone,Sunday
ID-1770,FALSE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1771,TRUE,Betty,White and gold,Lazily flattering someone,Sunday
ID-1772,FALSE,Veronica,White and gold,Laziness,Sunday
ID-1773,FALSE,???,NA,Flattery,Friday
ID-1638,FALSE,Betty,Blue and black,Laziness,Friday
ID-1774,FALSE,Veronica,White and gold,Lazily flattering someone,Friday
ID-1775,TRUE,Betty,Blue and black,Flattery,Sunday
ID-1776,FALSE,???,Blue and black,Lazily flattering someone,Friday
ID-1777,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-1778,FALSE,Betty,White and gold,Laziness,Friday
ID-1779,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-1780,FALSE,Betty,Blue and black,Lazily flattering someone,Sunday
ID-1781,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1782,TRUE,Betty,White and gold,Laziness,Sunday
ID-1783,FALSE,Veronica,Blue and black,Lazily flattering someone,Sunday
ID-1784,FALSE,Veronica,White and gold,Laziness,Friday
ID-1785,FALSE,NA,White and gold,Flattery,Friday
ID-1786,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1787,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1788,FALSE,Veronica,Blue and black,Laziness,Sunday
ID-1789,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1790,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1791,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1792,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1793,TRUE,Veronica,Blue and black,Flattery,Friday
ID-1639,FALSE,???,NA,Lazily flattering someone,Sunday
ID-1640,FALSE,Veronica,Blue and black,Flattery,Friday
ID-1641,FALSE,NA,NA,NA,NA
ID-1642,FALSE,Betty,White and gold,Flattery,Sunday
ID-1643,FALSE,Betty,White and gold,Lazily flattering someone,Friday
ID-1644,FALSE,Veronica,Blue and black,Flattery,Sunday
ID-1645,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1646,FALSE,Veronica,White and gold,Flattery,Friday
ID-1647,TRUE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1648,TRUE,???,Blue and black,Lazily flattering someone,Friday
ID-1649,FALSE,NA,White and gold,NA,Sunday
ID-1650,FALSE,Veronica,NA,Lazily flattering someone,Friday
ID-1651,TRUE,Betty,NA,NA,Friday
ID-1652,FALSE,???,White and gold,Lazily flattering someone,Sunday
ID-1653,FALSE,???,White and gold,Lazily flattering someone,Friday
ID-1654,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1655,FALSE,Betty,Blue and black,Lazily flattering someone,Friday
ID-1656,FALSE,Veronica,White and gold,Lazily flattering someone,Sunday
ID-1657,FALSE,Veronica,Blue and black,Lazily flattering someone,Friday
ID-1658,FALSE,???,Blue and black,Laziness,Friday
ID-1659,FALSE,???,White and gold,Lazily flattering someone,Friday
